psc,rod_cislo,meno,priezvisko,cislo_obcianskeho,ulica,id_osoby
04411,845523/8702,Eliska,Govaurkovicsova,TQ707180,Trstene pri Hornade,835
04412,830619/2276,Leopold,Antal,VE765520,Vysny Klatov,836
04971,915228/8794,Vlasta,Jurcova,WS768601,Stratena,837
07236,810417/9102,Marek,Mecir,MM135486,Zemplinska Sirava,838
03846,725328/5066,Ida,Mihalikova,ZO385133,Horna Stubna,839
02957,810124/5723,Izidor,Durkovsky,GO031344,Jasenovska,840
03848,796125/9790,Ludmila,Jurinova,KL225075,Horny Turcek,841
05333,775604/6261,Lenka,Madarova,FP512775,Ticha Voda,842
98053,970524/6038,Rudolf,Balogh,SY032111,Rimavska Bana,843
98252,720202/9731,Demeter,Majdan,FT176783,Nizna Kalosa,844
07661,865426/5784,Ida,Jonatova,RX657344,Visnov,845
07602,895422/4687,Bibiana,Magovaarova,OW338338,Zemplinsky Branc,846
07501,745830/2103,Agata,Machova,AO512318,Trebisov,847
07236,955830/6649,Liana,Markusova,SV032740,Zemplinska Sirava,848
07632,895422/8359,Lucia,Frankova,QL774284,Velka Bara,849
04901,920826/2780,David,Konstantinidis,TW704200,Muranska Huta,850
07634,865215/8045,Sabina,Mistrikova,ZS051734,Zemplin,851
03223,925524/5363,Dasa,Hankova,BB845835,Hlinik,852
07202,715927/9726,Milica,Kralikova,BH482208,Tusice,853
07236,830721/8636,Mojmir,Benuska,FY867535,Zemplinska Sirava,854
03802,905101/2654,Adela,Capkova,ZA355388,Horne Jaseno,855
01354,745621/2683,Jolana,Krajcovicova,FM344770,Babise,856
03842,010529/5551,Severin,Fogas,LO163237,Benice,857
04402,860709/2426,Drahomir,Macha,VA848538,Turna nad Bodvou,858
90021,800829/9710,Milos,Borovszky,KA437225,Svaty Jur,859
07261,900601/5426,Imrich,Frano,JA061643,Vojnatina,860
07201,955528/9552,Filomena,Dancsakova,OS247650,Samudovce,861
96001,890810/2097,Drahoslav,Capka,SR527055,Motova,862
07635,741018/6854,Jakub,Dano,BN130602,Svata Maria,863
04961,780804/6380,Emil,Klaus,YZ231472,Nandraz,864
03491,820301/9894,Vratko,Bora,UN477774,Hubova,865
02963,776116/4039,Bohuslava,Deakova,DT288060,Benadovo,866
02322,870622/9109,Ervin,Hanus,FM525011,Javorova,867
02732,996203/1275,Denisa,Mojsejova,LE360774,Huty,868
98045,885512/4047,Adela,Cigerova,BV505438,Riecka,869
03401,851219/8451,Fedor,Kazik,PG050016,Klacno,870
03101,725621/2982,Regina,Danova,UC560352,Benice,871
02713,735209/6282,Marianna,Garinova,YE188313,Hladovka,872
04445,865218/4631,Eugenia,Jurcova,CH166768,Vysna Kamenica,873
02302,785304/2285,Katarina,Marcinekova,PM276268,Blazkov,874
04411,810615/8474,Milan,Hala,FO077784,Zdana,875
90068,976003/5077,Judita,Klimkova,BB576382,Plavecky Stvrtok,876
02741,955630/7677,Jarmila,Fridmanova,XK462507,Horna Lehota,877
03482,985828/7847,Juliana,Hanakova,VP408534,Kalameny,878
07661,861222/4044,Sergej,Baranka,SR506685,Stankovce,879
97669,745401/8825,Justina,Grnova,KM017045,Nova Masa,880
07255,945430/4528,Monika,Havranova,OZ410262,Svatus,881
07214,020909/9474,Bohuslav,Dancak,QO568640,Vysocky Dvor,882
07632,740226/4748,Zdenko,Dany,RB805301,Velka Bara,883
98542,840109/9382,Maros,Dancak,DS813856,Nove Hony,884
02755,801208/4984,Imrich,Danko,MQ137148,Chlebnice,885
04455,701231/7930,Koloman,Mora,AM564324,Velka Ida,886
02201,810419/7464,Ferdinand,Dano,GK106867,Horelica,887
07631,876014/7911,Jozefina,Durkova,ZU855447,Vinicky,888
07631,875218/1381,Sabina,Cibulkova,CO576276,Vinicky,889
07616,995204/8511,Tatiana,Muchova,BA868504,Zemplinska Nova Ves,890
03231,790414/4899,Anton,Durek,EN167704,Hybe,891
02753,786001/3062,Liana,Borova,TQ415384,Istebne,892
97669,900916/8920,Vitazoslav,Benus,HB738202,Nova Masa,893
03802,905929/5023,Nikola,Havrankova,NH573717,Horne Jaseno,894
07605,961102/3886,Ladislav,Jurca,GA140070,Zemplinske Jastrabie,895
07236,796111/4096,Luboslava,Binderova,EL032674,Zemplinska Sirava,896
04441,816220/9781,Zina,Janosova,MS240426,Zdoba,897
02322,845913/4424,Luboslava,Kocova,DN047465,Hlavice,898
98558,715910/8049,Jana,Kellova,LH355730,Obrucna,899
96701,985321/2077,Emilia,Danciakova,KB804443,Nevolne,900
01314,805717/9025,Bronislava,Gazova,QO567724,Kamenna Poruba,901
90046,970210/2192,Jergus,Kello,TN043814,Studene,902
04913,900207/2526,Anton,Kazik,KS114277,Novacany,903
03223,006227/1130,Nadezda,Didova,OX786627,Hlinik,904
02705,826213/5737,Olympia,Morova,BW223250,Havrania,905
02732,001221/7875,Boleslav,Melichar,OM613444,Huty,906
01356,000111/2114,Silvester,Klepac,YV151025,Hvozdnica,907
04413,795407/6222,Alexandra,Macova,XW744751,Vsechsvatych,908
98267,840405/5675,Bohdan,Kovacik,DJ143234,Ratkovska Sucha,909
03223,990807/4792,Bohus,Mrazik,RJ427277,Izipovce,910
07252,886207/3334,Frantiska,Brunovskova,IN556124,Tasula,911
98553,881118/9919,Svatopluk,Korec,YC823764,Mytna,912
02302,005528/3730,Ruzena,Brabecova,ZF783713,Kalinov,913
02963,035404/4850,Danica,Bezakova,GE768322,Benadovo,914
07636,721114/3239,Martin,Fischer,BV233580,Velky Kamenec,915
03845,936126/6704,Dasa,Bernhardova,YD022607,Kevice,916
92526,815714/6282,Dobroslava,Boricova,YU370623,Reca,917
07255,930114/2049,Rene,Czibulka,LL641165,Svatus,918
04455,775311/1422,Dorota,Dovadova,KP502068,Velka Ida,919
96801,945108/9521,Dobroslava,Klimova,WI431810,Nova Bana,920
04913,950610/8031,Marek,Baso,JL227060,Novacany,921
02755,745620/5168,Eliska,Dorkova,HR581001,Chlebnice,922
07243,805711/1849,Lubica,Markova,VZ610418,Velke Revistia,923
04445,746102/8835,Gertruda,Frankova,HG545348,Zirovce,924
07201,975805/8508,Ludomila,Arpasova,YO387120,Samudovce,925
02705,966129/2153,Eugenia,Madarova,FT661450,Havrania,926
98053,741113/1301,Izidor,Bena,SH035836,Rimavska Bana,927
05361,960417/4526,Ervin,Maczko,ZK328641,Vojkovce,928
90026,760731/7110,Rastislav,Danek,VS345367,Slovensky Grob,929
07261,730625/8481,Oldrich,Gyurovszky,IC326822,Vojnatina,930
04901,931014/8322,Vratko,Bahno,ZD153126,Muranska Huta,931
05363,931115/8790,Ervin,Bor,AX375004,Spissky Hrusov,932
07601,935312/4402,Bozidara,Balazova,VJ532040,Zemplinske Hradiste,933
04912,930131/2210,Alfonz,Kello,MY320323,Tiba,934
04911,880813/2455,Arpad,Koubek,GS360156,Vidova,935
99105,916022/5440,Melania,Gavalierova,NK731884,Nova Ves,936
07101,015327/8016,Marianna,Krajicekova,NY550303,Vrbovec,937
02705,766207/7108,Melinda,Kocova,IP538656,Biela,938
05334,030512/2315,Gustav,Harvanek,TA535432,Stara Voda,939
07652,845624/2139,Bibiana,Bartosova,UW077314,Strazne,940
04445,970320/6033,Oto,Janca,YX560370,Zirovce,941
07801,795505/8682,Veronika,Cibulova,UW132287,Zbehnov,942
03802,850131/1923,Fedor,Kotian,WG411622,Horne Jaseno,943
07214,735730/1034,Galina,Klepacova,EP188272,Vysocky Dvor,944
97401,875705/1605,Hilda,Hargasova,AF615253,Molca,945
07601,931227/3953,Kornel,Janecek,AV246004,Zemplinske Hradiste,946
90024,790919/9949,Adolf,Borik,JZ437087,Velky Biel,947
02305,905424/7409,Erika,Grigelova,JV873054,Harvelka,948
05363,806004/6018,Hilda,Cervenova,MZ135147,Trstany,949
90026,755206/1972,Sabina,Bolognova,NZ861121,Slovensky Grob,950
03848,770926/8367,Albin,Michalica,TS085167,Horny Turcek,951
04411,995119/9264,Elvira,Fajnorova,LM168505,Trstene pri Hornade,952
01314,815506/5374,Katarina,Kocisova,CX113475,Kamenna Poruba,953
99105,030601/7871,Tichomir,Martina,MP844805,Nova Ves,954
98542,915615/1934,Bozidara,Jakubekova,ZG625864,Nove Hony,955
05376,780913/8035,Bohus,Binder,OK880481,Sykavka,956
04411,985703/4323,Agata,Jakubecova,HT538835,Zdana,957
98601,790726/2895,Ludovit,Jurin,OR337462,Ratka,958
04402,835710/2288,Iveta,Bernolakova,XN636023,Zadiel,959
05001,835107/1107,Vlasta,Jancekova,YW302461,Revucka,960
07214,820706/1216,Tibor,Bilka,ZW354106,Vysocky Dvor,961
07616,720511/7073,Marek,Cigan,NB242002,Zemplinska Nova Ves,962
07234,010316/6529,Medard,Kouba,TZ552727,Zaluzice,963
07501,740113/3077,Alexander,Mak,WO336336,Trebisov,964
07622,010420/5669,Rastislav,Maco,JA052211,Vojcice,965
97669,850203/6992,Alfred,Kotulic,JY043271,Nova Masa,966
02304,796228/3990,Nikola,Balogova,CI006284,Klubina,967
01401,850311/2166,Jan,Milota,UM403034,Hrabove,968
07642,930604/5953,Drahoslav,Borik,BC444551,Velke Trakany,969
90635,790703/8343,Patrik,Andrassy,TM801522,Plavecky Mikulas,970
02322,940821/4169,Demeter,Janko,AF752672,Javorova,971
02305,785613/1562,Zdenka,Bruskova,ZH644067,Harvelka,972
07675,815308/1430,Sofia,Botevova,DT720616,Velke Raskovce,973
07501,810509/4827,Benjamin,Cesnek,TN268326,Velky Ruskov,974
99122,925419/4406,Adela,Krajcovicova,OM470647,Mula,975
07661,865517/6006,Darina,Jurkova,KN580500,Stankovce,976
05351,955824/9229,Zita,Basekova,ZD167788,Stefanska Huta,977
98545,735410/7501,Olympia,Kozakova,DL732487,Novy Svet,978
03491,895622/1985,Vanesa,Filipekova,HS713316,Hubova,979
07636,980321/4728,Dezider,Kocur,HL062868,Velky Kamenec,980
07622,775203/5112,Dobromila,Jakubkova,XC563443,Vojcice,981
07242,035114/5248,Branislava,Kristofova,EW834832,Ubrez,982
02753,935926/1621,Slava,Duricova,AA428348,Istebne,983
98558,726120/3156,Anastazia,Dutkova,YE820811,Obrucna,984
01319,946208/7071,Jozefina,Dacejova,KZ656413,Klace,985
07642,985828/7847,Anastazia,Martinkova,UM358437,Velke Trakany,986
98531,890821/4651,Valer,Kaniak,YB726877,Rapovce,987
04961,950303/7791,Vlastimil,Cajkovic,LQ324272,Nandraz,988
07231,950724/1311,Ilja,Mihal,NS078518,Vinne,989
97644,980321/7518,Oskar,Kollar,JK040505,Myto pod Dumbierom,990
07683,750407/8002,Matus,Basek,ZD125476,Vojka,991
90021,005603/5725,Dagmara,Danova,CQ341528,Svaty Jur,992
98265,711225/8061,Kamil,Jurcina,ET736754,Repistia,993
03482,856221/9967,Stela,Maczkova,UC280015,Kalameny,994
07652,920208/4883,Tibor,Dano,OR587786,Strazne,995
07222,941116/5098,Urban,Jano,OS168426,Strazske,996
04932,921126/1038,Erik,Matiasko,MQ241588,Stitnik,997
04421,780204/3405,Augustin,Melichar,UC320001,Semsa,998
02304,030105/5161,Adam,Martinka,KH025848,Klubina,999
07231,010411/2733,Stefan,Dubovsky,ZT101710,Vinne,1000
03301,831116/3235,Gustav,Mojzis,YK115875,Jamnik,1001
02755,881015/6591,Ambroz,Janek,GK506021,Chlebnice,1002
07101,725428/2770,Angela,Martonova,BI160632,Zabany,1003
98262,005313/8789,Anabela,Jakubcikova,XE540716,Rasice,1004
04402,750514/4882,Fridrich,Michalica,PY425014,Turna nad Bodvou,1005
98601,851113/1020,Marek,Karpaty,NB578141,Ratka,1006
90873,756207/2276,Frantiska,Kerova,BI402128,Velke Levare,1007
02355,971130/5304,Boleslav,Klimkovic,BS551254,Jedlovnik,1008
07652,826027/3196,Ema,Dejova,WM135856,Strazne,1009
07261,735421/7681,Drahomira,Machnacova,ZQ801658,Vojnatina,1010
07601,740830/6781,Marcel,Duska,BT556107,Zemplinske Hradiste,1011
07622,006227/9468,Linda,Markusova,LK424373,Vojcice,1012
03401,915214/5647,Linda,Bekova,JW784650,Klacno,1013
03101,960207/3746,Filip,Danko,VH662202,Benice,1014
90301,900705/4676,Viktor,Gregus,IT017405,Turen,1015
03223,780213/1740,Tadeas,Kostka,SN368578,Izipovce,1016
07615,030522/4476,Prokop,Gavalier,PN645100,Velaty,1017
04441,945526/3867,Alojza,Makova,MH085344,Zdoba,1018
90086,985515/2324,Bozena,Fasiangova,EV782670,Stefanova,1019
03844,000126/3028,Vasil,Capla,SZ325700,Jazernica,1020
90301,725328/5066,Alojza,Molnarova,VB822238,Senec,1021
02601,885406/8475,Justina,Bicekova,BS685678,Jasenova,1022
04971,755103/3351,Alzbeta,Bajnokova,TF237633,Stratena,1023
90044,880104/4521,Benadik,Gyurovszky,VU131614,Tomasov,1024
07636,000306/2236,Ales,Majesky,BR106032,Velky Kamenec,1025
98034,790227/9946,Matej,Musil,TG354855,Nova Basta,1026
04455,990725/8375,Daniel,Cyprich,HC743335,Velka Ida,1027
07231,775310/6069,Lenka,Dullova,YO423787,Trnava pri Laborci,1028
98034,875310/1982,Justina,Mackova,KS262555,Nova Basta,1029
04961,725430/9626,Hortenzia,Maczkova,HX486666,Rakosska Bana,1030
03301,030514/6914,Silvester,Balaz,YF337028,Jamnik,1031
05001,785626/2739,Galina,Murinova,JZ661703,Muranska Zdychava,1032
96001,000323/1283,Slavomir,Mokros,ME617245,Neresnica,1033
90875,930522/4937,Mojmir,Jurina,RM844387,Studienka,1034
05001,755416/4831,Henrieta,Mackova,DT466438,Revucka,1035
90046,005123/7096,Matilda,Gasparovicova,OE330875,Studene,1036
04445,936213/7472,Paulina,Markusova,GO470377,Trstany,1037
98542,746030/2868,Nadezda,Banova,ZY106861,Nove Hony,1038
97401,905810/4213,Bozena,Magovaarova,ND861168,Riecka,1039
03231,865518/6457,Lucia,Mlovanarova,EN640476,Hybe,1040
07234,865222/5158,Nora,Krehelova,AS011071,Velke Zaluzice,1041
01401,740426/5709,Klement,Hanak,ME031515,Benov,1042
97401,931225/8030,Pankrac,Kniha,MK531618,Nemce,1043
98053,745902/7993,Perla,Molnarova,MO742085,Rimavska Bana,1044
03845,846229/1779,Natalia,Janosikova,TS762258,Ivancina,1045
07231,951012/4812,Jan,Bobula,ZD143678,Vinne,1046
03842,960330/8456,Radoslav,Kroner,FT888673,Benice,1047
04912,820410/6408,Lubor,Kosztka,LP055853,Tiba,1048
07101,881011/7666,Gregor,Havranek,KN366624,Vrbovec,1049
05376,766004/4368,Bohuslava,Medvedova,RJ657553,Sykavka,1050
96681,941016/2777,Vladislav,Bana,PQ453754,Revistske Podzamcie,1051
01341,910212/6507,Vratislav,Basek,CL817508,Hrboltova,1052
07616,785627/7699,Romana,Durekova,VS834566,Zemplinska Nova Ves,1053
01004,740108/7197,Ladislav,Michalech,OR727837,Horky,1054
07214,800825/1767,Pankrac,Miklos,QN741641,Vysocky Dvor,1055
98558,860605/5077,Milan,Drobny,WB201458,Obrucna,1056
02322,970320/6033,Jaroslav,Dudka,KA445263,Hlavice,1057
04421,905418/6263,Magdalena,Hanakova,RW300440,Semsa,1058
04447,715721/1621,Gabriela,Kockova,CD475446,Vtackovce,1059
97401,945206/6552,Darina,Danova,RA255565,Molca,1060
98265,006114/4132,Lucia,Danova,QM427286,Repistia,1061
04402,875616/6736,Dorota,Bekoova,OC854822,Vcelare,1062
02952,925312/6736,Lucia,Havrankova,EP505362,Hrustin,1063
02601,901003/7571,Richard,Melicharek,QL022752,Benova Lehota,1064
02963,020201/7406,Ferdinand,Janos,OT372782,Benadovo,1065
07234,861010/3383,Milos,Janek,DK866630,Velke Zaluzice,1066
98553,021216/5302,Lubor,Balog,MF661675,Mytna,1067
01004,800813/5838,Eduard,Kazik,VS587476,Horky,1068
07616,715211/8874,Stanislava,Freiova,HJ313785,Zemplinsky Klecenov,1069
07616,786227/2226,Aurelia,Hanusekova,XB505807,Stanca,1070
02957,975307/3579,Valentina,Kocisova,EC548408,Jasenovska,1071
05361,725415/6997,Ema,Kocurova,QM542154,Vojkovce,1072
07242,976222/5254,Melania,Kocianova,VA047526,Ubrez,1073
04445,000223/9539,Blazej,Madara,FU852751,Zirovce,1074
96223,755518/8835,Olympia,Klopackova,PN338361,Ocova,1075
07602,880212/8627,Oliver,Dani,LP641012,Zemplinsky Branc,1076
04474,950222/6340,Blahoslav,Fisher,YQ636512,Vysny Lanec,1077
90026,765208/2266,Liana,Markovicsova,LN205630,Slovensky Grob,1078
90031,875607/3298,Ivica,Ciernova,IX651667,Stupava,1079
90046,861010/3383,Benjamin,Duka,EW423672,Studene,1080
02732,931016/8041,Imrich,Dvonc,AH617542,Huty,1081
07501,015609/3072,Julia,Baskova,RU154232,Velky Ruskov,1082
04918,020704/9650,Alexander,Budin,GG451061,Revucka Lehota,1083
90301,915727/2886,Albina,Madarova,AB781683,Turen,1084
96001,745402/1334,Drahomira,Jankova,TP530761,Motova,1085
05376,995303/7388,Iveta,Kostkova,SM880367,Sykavka,1086
02732,021022/3903,Matej,Miklos,MO627524,Huty,1087
07653,916228/4417,Viktoria,Durcova,NX623640,Zatin,1088
02354,746020/1157,Zaneta,Borkova,FF271301,Hlinene,1089
07635,906029/4824,Irena,Malachovskova,FM624126,Vec,1090
02322,875228/5502,Ema,Dorkova,HA886563,Hlavice,1091
96001,010729/5801,Frantisek,Martan,YR153708,Motova,1092
97669,000418/8156,Radomir,Klima,MU150475,Nova Masa,1093
90068,000418/8156,Luboslav,Kozak,RM404685,Plavecky Stvrtok,1094
98045,745625/1923,Kamila,Makovecova,SB116257,Riecka,1095
07216,801015/9776,Vincent,Mistrik,HO802411,Vrbnica,1096
05001,811107/5588,Valentin,Bilko,ZK372886,Muranska Zdychava,1097
98021,955618/3279,Lesana,Hanusova,KT785438,Rakytnik,1098
01401,755307/9242,Alexandra,Mikloskova,VU002187,Hrabove,1099
07801,940616/6624,Vlastimil,Gregus,AN841772,Velke Ozorovce,1100
01004,000207/3795,Benadik,Krizan,YV303585,Bitarova,1101
98513,915121/9547,Ruzena,Borkova,TM780770,Nedeliste,1102
07216,836225/1737,Lesana,Klizanova,DZ170071,Vrbnica,1103
02705,870225/9524,Gaspar,Drobny,UG733486,Havrania,1104
01352,715402/5054,Karina,Daniova,VH518878,Jablonove,1105
07622,970512/6356,Jakub,Janosik,CI766615,Vojcice,1106
05351,776122/3970,Melania,Durkovskova,DB121023,Stefanska Huta,1107
05363,845427/3911,Alena,Bekova,JF803504,Trstany,1108
01311,741220/5912,Robert,Konrad,BZ123423,Babkov,1109
03483,030117/5916,Kornel,Cikan,AB278642,Ivachnova,1110
97405,770521/9409,Fedor,Jurkovic,EW103221,Rakytovce,1111
07634,845207/5607,Eliska,Balazova,DI561857,Zemplin,1112
07661,755821/3913,Simona,Kralovicova,VU066780,Stankovce,1113
07616,845426/8304,Cecilia,Janova,DV267444,Stanca,1114
90031,891111/8672,Levoslav,Filipek,MW300562,Stupava,1115
05334,951101/3715,Dobroslav,Bernard,DE282218,Svedlar,1116
05351,016226/5713,Michaela,Jakubova,YI332545,Stefanska Huta,1117
07261,830810/3820,Arnold,Bernhard,OM083160,Vojnatina,1118
07801,885109/4450,Julia,Dutkova,VC070373,Zbehnov,1119
99126,925802/3618,Karolina,Korecova,LU588150,Nenince,1120
02354,870428/8459,Richard,Kroner,EZ076500,Hlinene,1121
07261,740604/3342,Drahoslav,Kisel,GX156202,Vojnatina,1122
07216,991222/8245,Kristian,Janosko,GG267483,Zbince,1123
90301,760204/1346,Slavomir,Dudik,LO571638,Senec,1124
02322,841102/7631,Kamil,Bahno,RV415467,Klokocov,1125
07901,985826/9496,Rozalia,Martanova,QC753503,Velke Kapusany,1126
90873,735324/7913,Ivica,Kocurova,EU735441,Velke Levare,1127
07642,815406/2700,Jozefina,Borova,ZI811608,Velke Trakany,1128
96603,011206/9941,Jakub,Konrad,BX105834,Repiste,1129
01319,035801/2201,Magdalena,Franova,AL733481,Klace,1130
07231,035918/3393,Lucia,Menhartova,WD426222,Vinne,1131
04481,730126/4885,Lubor,Bilek,DF075778,Velka Lodina,1132
04411,861210/9881,Vincent,Jakubko,PS181518,Trstene pri Hornade,1133
98034,941116/5098,Arpad,Garin,JC828436,Nova Basta,1134
01354,710628/3402,Tichomir,Havranko,SN680872,Babise,1135
04913,026112/4845,Eugenia,Cekovaovskova,WM158331,Novacany,1136
98021,950502/1254,Ernest,Durdik,DF677355,Rakytnik,1137
02204,796228/7266,Adriana,Durekova,EM341387,Husarik,1138
04932,970613/5805,Alexander,Martin,OS244746,Stitnik,1139
07634,015813/5523,Nadezda,Jonatova,JR880107,Zemplin,1140
07661,840521/1986,Frantisek,Magal,WG521637,Visnov,1141
01311,965506/9618,Perla,Mihalikova,WM626372,Babkov,1142
07801,870901/3196,Boleslav,Kroner,RI385536,Zbehnov,1143
03802,870330/5495,Jan,Menhart,SX541377,Horny Kalnik,1144
04443,905608/1130,Dagmara,Braxatorisova,GW127123,Vajkovce,1145
02305,855724/6412,Zora,Janosova,ID605383,Harvelka,1146
07616,780807/8359,Alexej,Cajkovic,DY510025,Stanca,1147
07202,775313/5940,Simona,Franekova,DL086105,Tusice,1148
01004,860310/5217,Emanuel,Miklos,OV863144,Banova,1149
04447,005707/2968,Vlasta,Janeckova,GW346282,Vtackovce,1150
02355,725826/1355,Anabela,Machova,IJ882775,Jedlovnik,1151
02732,920721/9149,Peter,Kalisky,OH652324,Huty,1152
98545,005415/4635,Karolina,Duskova,CJ864363,Novy Svet,1153
03842,786023/4923,Lucia,Madarova,DQ220548,Benice,1154
98262,760228/3367,Ervin,Fico,XK644027,Rasice,1155
02304,791110/2066,Ignac,Markus,EL667582,Klubina,1156
02204,765929/8180,Milota,Busova,IX482325,Husarik,1157
96001,840202/1140,Cyprian,Martinek,CD758522,Neresnica,1158
01314,735108/8543,Anastazia,Cernikova,YK322538,Kamenna Poruba,1159
04402,846120/1632,Frantiska,Marekova,NC345025,Vcelare,1160
03223,885611/5082,Natalia,Krajciova,OQ638506,Izipovce,1161
04402,900916/5210,Matej,Krajicek,KP120030,Zarnov,1162
04924,880403/1839,Tichomir,Michalica,VV770026,Vlachovo,1163
05551,796226/4170,Simona,Dusova,TX855806,Velky Folkmar,1164
96681,841113/7397,Leopold,Krajcir,YM861225,Revistske Podzamcie,1165
04912,815520/4512,Stela,Jankova,YA405655,Tiba,1166
02322,835112/9195,Milota,Friedmanova,YS802772,Hlavice,1167
07801,990304/7237,Miroslav,Mikulak,CY040020,Velke Ozorovce,1168
02952,991104/3647,Maximilian,Michalko,HL401270,Hrustin,1169
03301,885223/6588,Ivica,Daniova,ST310135,Jamnik,1170
02352,720912/2669,Vit,Hanus,MA481767,Hruby Buk,1171
90024,015306/7047,Slava,Jakubcikova,DT615152,Velky Biel,1172
07635,035413/2843,Ida,Frankova,AG704151,Svata Maria,1173
04443,740704/1957,Vladislav,Malachovsky,VE448456,Vajkovce,1174
03231,965409/4684,Simona,Heckova,IA084822,Hybe,1175
04911,975308/5250,Veronika,Kocurova,ON280702,Vidova,1176
04924,816022/7477,Dominika,Kralikova,CU541284,Vlachovo,1177
96603,865202/3214,Anabela,Junasova,LG841814,Repiste,1178
90301,756111/6132,Sona,Macova,VQ332045,Turen,1179
02755,930331/8575,Jaroslav,Bartosik,JT487700,Chlebnice,1180
90068,016231/5294,Marina,Martinkovicova,ZR351317,Plavecky Stvrtok,1181
04441,741230/1096,Ilja,Martinek,XB770252,Zdoba,1182
97901,866112/9191,Alojza,Banova,PE828216,Nizna Pokoradz,1183
98034,010120/1755,Jakub,Madar,RN235253,Nova Basta,1184
03101,755101/5117,Stefania,Grznarova,NW473716,Benusovce,1185
04912,880715/4515,Viliam,Basa,DJ220035,Tiba,1186
03101,761012/4633,Viktor,Andrasik,YJ480460,Benusovce,1187
04924,825225/1496,Simona,Durcova,SB687363,Vlachovo,1188
07101,895820/2597,Dagmara,Cigerova,ZO143628,Suche,1189
98542,815731/4555,Aurelia,Krejciova,NB124082,Nove Hony,1190
05333,930129/6988,Servac,Hargas,JR827184,Ticha Voda,1191
90301,865913/8087,Simona,Balogova,SZ256278,Senec,1192
96801,976230/1565,Tatiana,Janosova,CO642654,Nova Bana,1193
90046,971114/6087,Jakub,Mach,XC423076,Studene,1194
97697,965405/2789,Barbora,Janosova,JP185743,Raztoka,1195
05363,810516/6557,Tichomir,Havranko,OI478788,Vitkovce,1196
02601,805713/8516,Dana,Janosikova,TB120864,Benova Lehota,1197
03802,770710/9328,Alfred,Madaras,QL514066,Horne Jaseno,1198
05333,945210/5115,Etela,Kazikova,ND772080,Zavadka,1199
97697,815318/4979,Bohuslava,Kostrecova,XF205477,Nemecka,1200
04445,770917/2272,Servac,Janacek,TO465530,Svinica,1201
07243,766109/4128,Albina,Martonova,XO553113,Velke Revistia,1202
98053,756007/8335,Estera,Dubovskova,GL085005,Rimavska Bana,1203
07602,780427/4001,Ludomil,Martinka,ET817026,Zemplinsky Branc,1204
05333,971115/1595,Dusan,Junas,FX184827,Ticha Voda,1205
02963,865505/2888,Bohdana,Dobsinskova,MW853360,Benadovo,1206
02941,890708/9194,Igor,Banas,AH554821,Klin,1207
07801,900207/2526,Ernest,Klepac,RS872162,Trnavka,1208
07652,015906/5288,Sona,Jirekova,EQ635741,Velky Hores,1209
07672,730626/6176,Belo,Mensik,LY833550,Vojany,1210
05361,810423/2940,Kornel,Krizan,EC234144,Zehra,1211
03482,890119/3850,Miloslav,Moravcik,PO146574,Kalameny,1212
07204,890523/7876,Erik,Ben,FU537170,Trhoviste,1213
98531,810619/7426,Igor,Miklos,NI874766,Rapovce,1214
96265,985417/4287,Bohumila,Madarova,TN076608,Rakovec,1215
07231,775203/5112,Filomena,Martanova,AO476608,Trnava pri Laborci,1216
07601,955806/3577,Branislava,Danciakova,RX831271,Zemplinske Hradiste,1217
02741,841101/6129,Jan,Kotleba,FY062030,Horna Lehota,1218
05333,810518/8841,Oldrich,Bernard,LJ872138,Ticha Voda,1219
90068,750108/8258,Pravoslav,Kocur,QW274277,Plavecky Stvrtok,1220
07642,786216/1580,Viola,Misikova,CN136216,Velke Trakany,1221
03844,871215/6617,Matus,Miklik,OW000683,Jazernica,1222
04481,926216/4608,Lea,Hanuskova,VA805321,Trebejov,1223
03483,970210/2192,Milan,Bilko,PS038702,Ivachnova,1224
03482,760222/6107,Henrich,Krejca,XU730520,Kalameny,1225
07616,015605/6037,Irma,Bednarova,BQ188638,Zemplinska Nova Ves,1226
07601,855327/3092,Lucia,Brunovskova,GK166153,Zemplinske Hradiste,1227
04412,985309/1540,Erika,Hanuskova,GY324443,Vysny Klatov,1228
04445,975327/6817,Viera,Janosova,ED752426,Zirovce,1229
97405,000207/3795,Vojtech,Frano,UL247377,Rakytovce,1230
07223,840826/4741,Albin,Koubek,XF417243,Zbudza,1231
02963,001225/1821,Belo,Antal,WC571465,Benadovo,1232
07255,785713/6549,Libusa,Caplovicova,GJ508125,Svatus,1233
97669,800402/1666,Tibor,Kral,VM151668,Nova Masa,1234
02304,900826/3907,Arpad,Dana,HB843457,Klubina,1235
98542,910220/2863,Stanislav,Marcinko,ER326761,Nove Hony,1236
04918,815618/4353,Malvina,Havranekova,RX331624,Revucka Lehota,1237
07242,895126/9951,Dana,Jakubecova,FK627430,Ubrez,1238
07602,800924/8652,Zoltan,Klima,SH560343,Zemplinsky Branc,1239
98045,936229/3622,Alojza,Kosztova,ZH774256,Riecka,1240
07223,721013/2917,Mojmir,Balogh,TV206508,Zbudza,1241
07664,741003/9956,Henrich,Mackovic,RX410073,Zemplinska Teplica,1242
07801,960206/2440,Vincent,Jakubik,OQ255851,Trnavka,1243
02952,800819/9315,Adam,Benus,OR658623,Babin,1244
98262,775906/4980,Zuzana,Bednarikova,LZ322537,Rasice,1245
